text;predicted_decision;predicted_rationale
"1000
Cpagerw = Cost to read or write a full page = Ca + PAGE_SIZE/u
Ci = Cost of page isolation = Ca + Wi
	where Wi is a constant that should reflect the approximate cost
	of the locking operation
Cpagecopy = Cpagerw + (Cpagerw * Wnuma) + Ci + (Ci * Wnuma)
	where Wnuma is the approximate NUMA factor";1;1
1 is local;0;0
"1.2
	would imply that remote accesses are 20% more expensive
Balancing cost = Cpte * numa_pte_updates +
		Cnumahint * numa_hint_faults +
		Ci * numa_pages_migrated +
		Cpagecopy * numa_pages_migrated
Note that numa_pages_migrated is used as a measure of how many pages
were isolated even though it would miss pages that failed to migrate";0;1
"A
vmstat counter could have been added for it but the isolation cost is
pretty marginal in comparison to the overall cost so it seemed overkill";0;0
"The ideal way to measure automatic placement benefit would be to count
the number of remote accesses versus local accesses and do something like
	benefit = (remote_accesses_before - remove_access_after) * Wnuma
but the information is not readily available";1;0
"As a workload converges, the
expection would be that the number of remote numa hints would reduce to 0";0;1
"	convergence = numa_hint_faults_local / numa_hint_faults
		where this is measured for the last N number of
		numa hints recorded";0;1
"When the workload is fully
		converged the value is 1";0;0
"This can measure if the placement policy is converging and how fast it is
doing it.";1;1
mm: migrate: Drop the misplaced pages reference count if the target node is full;1;0
"If we have to avoid migrating to a node that is nearly full, put page
and return zero.";1;1
mm: migrate: Introduce migrate_misplaced_page();1;0
"Note: This was originally based on Peter's patch ""mm/migrate: Introduce
	migrate_misplaced_page()"" but borrows extremely heavily from Andrea's
	""autonuma: memory follows CPU algorithm and task/mm_autonuma stats
	collection""";1;1
"The end result is barely recognisable so signed-offs
	had to be dropped";0;1
"If original authors are ok with it, I'll
	re-add the signed-off-bys";1;1
"Add migrate_misplaced_page() which deals with migrating pages from
faults";1;0
"Based-on-work-by: Lee Schermerhorn <Lee.Schermerhorn@hp.com>
Based-on-work-by: Peter Zijlstra <a.p.zijlstra@chello.nl>
Based-on-work-by: Andrea Arcangeli <aarcange@redhat.com>";0;0
mm: migrate: Add a tracepoint for migrate_pages;1;0
"The pgmigrate_success and pgmigrate_fail vmstat counters tells the user
about migration activity but not the type or the reason";0;1
"This patch adds
a tracepoint to identify the type of page migration and why the page is
being migrated.";1;1
mm: compaction: Move migration fail/success stats to migrate.c;0;1
"The compact_pages_moved and compact_pagemigrate_failed events are
convenient for determining if compaction is active and to what
degree migration is succeeding but it's at the wrong level";1;1
"Other
users of migration may also want to know if migration is working
properly and this will be particularly true for any automated
NUMA migration";0;1
"This patch moves the counters down to migration
with the new events called pgmigrate_success and pgmigrate_fail";1;1
"The compact_blocks_moved counter is removed because while it was
useful for debugging initially, it's worthless now as no meaningful
conclusions can be drawn from its value.";0;1
mm: memcg: fix compaction/migration failing due to memcg limits;1;1
"Compaction (and page migration in general) can currently be hindered
through pages being owned by memory cgroups that are at their limits and
unreclaimable";0;0
"The reason is that the replacement page is being charged against the limit
while the page being replaced is also still charged";0;0
" But this seems
unnecessary, given that only one of the two pages will still be in use
after migration finishes";1;1
"This patch changes the memcg migration sequence so that the replacement
page is not charged";1;1
" Whatever page is still in use after successful or
failed migration gets to keep the charge of the page that was going to be
replaced";0;0
"The replacement page will still show up temporarily in the rss/cache
statistics, this can be fixed in a later patch as it's less urgent.";1;1
hugetlb/cgroup: migrate hugetlb cgroup info from oldpage to new page during migration;1;0
"With HugeTLB pages, hugetlb cgroup is uncharged in compound page
destructor";0;0
" Since we are holding a hugepage reference, we can be sure
that old page won't get uncharged till the last put_page().";0;1
hugetlb: simplify migrate_huge_page();1;1
"Since we migrate only one hugepage, don't use linked list for passing the
page around";1;0
 Directly pass the page that need to be migrated as argument;1;1
This also removes the usage of page->lru in the migrate path.;1;1
mm: fix warning in __set_page_dirty_nobuffers;1;1
"New tmpfs use of !PageUptodate pages for fallocate() is triggering the
WARNING: at mm/page-writeback.c:1990 when __set_page_dirty_nobuffers()
is called from migrate_page_copy() for compaction";0;0
"It is anomalous that migration should use __set_page_dirty_nobuffers()
on an address_space that does not participate in dirty and writeback
accounting; and this has also been observed to insert surprising dirty
tags into a tmpfs radix_tree, despite tmpfs not using tags at all";1;0
"We should probably give migrate_page_copy() a better way to preserve the
tag and migrate accounting info, when mapping_cap_account_dirty()";1;1
" But
that needs some more work: so in the interim, avoid the warning by using
a simple SetPageDirty on PageSwapBacked pages";1;1
Reported-and-tested-by: Dave Jones <davej@redhat.com>;1;0
userns: Convert the move_pages, and migrate_pages permission checks to use uid_eq;1;0
;0;0
mm: fix NULL ptr dereference in move_pages;1;1
"Commit 3268c63 (""mm: fix move/migrate_pages() race on task struct"") has
added an odd construct where 'mm' is checked for being NULL, and if it is,
it would get dereferenced anyways by mput()ing it.";1;1
mm: fix move/migrate_pages() race on task struct;1;1
Migration functions perform the rcu_read_unlock too early;1;1
" As a result
the task pointed to may change from under us";0;1
" This can result in an oops,
as reported by Dave Hansen in 
The following patch extend the period of the rcu_read_lock until after the
permissions checks are done";1;0
" We also take a refcount so that the task
reference is stable when calling security check functions and performing
cpuset node validation (which takes a mutex)";1;0
"The refcount is dropped before actual page migration occurs so there is no
change to the refcounts held during page migration";1;1
"Also move the determination of the mm of the task struct to immediately
before the do_migrate*() calls so that it is clear that we switch from
handling the task during permission checks to the mm for the actual
migration";0;1
" Since the determination is only done once and we then no
longer use the task_struct we can be sure that we operate on a specific
address space that will not change from under us.";1;1
memcg: fix GPF when cgroup removal races with last exit;1;1
"When moving tasks from old memcg (with move_charge_at_immigrate on new
memcg), followed by removal of old memcg, hit General Protection Fault in
mem_cgroup_lru_del_list() (called from release_pages called from
free_pages_and_swap_cache from tlb_flush_mmu from tlb_finish_mmu from
exit_mmap from mmput from exit_mm from do_exit)";0;0
"Somewhat reproducible, takes a few hours: the old struct mem_cgroup has
been freed and poisoned by SLAB_DEBUG, but mem_cgroup_lru_del_list() is
still trying to update its stats, and take page off lru before freeing";1;1
"A task, or a charge, or a page on lru: each secures a memcg against
removal";0;1
" In this case, the last task has been moved out of the old memcg,
and it is exiting: anonymous pages are uncharged one by one from the
memcg, as they are zapped from its pagetables, so the charge gets down to
0; but the pages themselves are queued in an mmu_gather for freeing";0;0
